fitness
0,24.96
1,26.16
2,14.72
3,24.72
4,18.8
5,24.48
6,17.52
7,18.64
8,16.24
9,17.36
10,17.52
11,26.08
12,24.48
13,23.92
14,25.2
15,22.16
16,22.24
17,26.96
18,24.08
19,17.12
20,26.8
21,24.56
22,24.88
23,18.08
24,16.4
25,18.56
26,16.8
27,24.56
28,24.72
29,18.0
30,24.72
31,25.92
32,26.56
33,25.84
34,23.52
35,25.36
36,25.12
37,25.92
38,26.96
39,22.72
40,26.16
41,24.56
42,26.16
43,25.84
44,26.88
45,25.28
46,25.76
47,25.36
48,25.44
49,25.12
50,23.92
51,25.44
52,25.12
53,24.96
54,25.44
55,24.4
56,24.0
57,22.88
58,23.92
59,23.28
60,25.76
61,26.96
62,24.72
63,27.04
64,25.12
65,24.8
66,26.88
67,25.04
68,23.6
69,24.32
70,24.4
71,26.8
72,22.08
73,25.28
74,24.8
75,23.04
76,26.0
77,23.76
78,23.52
79,28.24
80,25.04
81,26.96
82,25.52
83,23.92
84,25.52
85,22.56
86,25.52
87,25.04
88,24.4
89,27.52
90,26.56
91,23.04
92,24.64
93,25.52
94,24.48
95,27.04
96,24.4
97,23.84
98,26.16
99,25.12
