fitness
0,25.1,137.225
1,24.575,135.525
2,23.975,132.65
3,24.9,135.35
4,24.625,134.675
5,24.65,136.55
6,25.825,139.975
7,25.3,138.3
8,24.875,133.925
9,23.9,133.625
10,25.025,136.65
11,24.2,136.075
12,26.025,137.725
13,25.05,136.35
14,25.05,134.25
15,25.7,139.475
16,25.25,136.9
17,25.0,135.8
18,24.775,133.675
19,24.975,137.675
20,25.0,136.85
21,24.875,136.725
22,26.9,140.9
23,25.7,137.625
24,24.275,135.725
25,25.575,137.625
26,25.825,137.225
27,25.425,136.55
28,25.975,139.75
29,26.0,139.375
30,25.975,137.05
31,25.3,137.3
32,24.975,135.275
33,24.45,134.0
34,24.65,133.45
35,25.1,137.525
36,24.6,133.375
37,26.0,136.4
38,25.275,136.875
39,24.5,135.9
40,25.525,137.75
41,25.45,138.575
42,24.975,134.075
43,25.575,138.025
44,24.475,133.55
45,25.025,137.3
46,25.05,136.25
47,26.15,138.9
48,24.9,136.275
49,25.45,138.55
